country,admin_name,city
Norway,Sarpsborg,Østfold
Oman,Nizwa,Ad D?khil?yah
Oman,Haym?’,Al Wus?á
Oman,Kha?ab,Musandam
Pakistan,Quetta,Balochist?n
Pakistan,Bannu,Khyber Pakhtunkhwa
Pakistan,Peshawar,Khyber Pakhtunkhwa
Pakistan,Dera Ismail Khan,Khyber Pakhtunkhwa
Palau,Melekeok,Melekeok
Panama,Bocas del Toro,Bocas del Toro
Panama,Almirante,Bocas del Toro
Panama,Penonome,Coclé
Panama,Colón,Colón
Panama,La Palma,Darién
Panama,Balboa,Panamá
Papua New Guinea,Abau,Central
Papua New Guinea,Rabaul,East New Britain
Papua New Guinea,Wabag,Enga
Papua New Guinea,Madang,Madang
Papua New Guinea,Kavieng,New Ireland
Paraguay,La Victoria,Alto Paraguay
Paraguay,Pedro Juan Caballero,Amambay
Paraguay,Coronel Oviedo,Caaguazú
Paraguay,Ype Jhu,Canindeyú
Paraguay,Areguá,Central
Paraguay,Itá,Central
Paraguay,Belén,Concepción
Paraguay,Caacupé,Cordillera
Paraguay,Arroyos y Esteros,Cordillera
Paraguay,Pilar,Ñeembucú
Peru,Chachapoyas,Amazonas
Peru,Casma,Ancash
Peru,Arequipa,Arequipa
Peru,Ayacucho,Ayacucho
Peru,Huanta,Ayacucho
Peru,Santo Tomas,Cusco
Peru,Tournavista,Huánuco
Peru,Huánuco,Huánuco
Peru,Chincha Alta,Ica
Peru,Tarma,Junín
Peru,San Ramon,Junín
Peru,Huancayo,Junín
Peru,Trujillo,La Libertad
Peru,Olmos,Lambayeque
Peru,Pimentel,Lambayeque
Peru,Lima,Lima
Peru,Chancay,Lima
Peru,Andoas,Loreto
Peru,Soldado Bartra,Loreto
Peru,Nauta,Loreto
Peru,Contamana,Loreto
Peru,Puerto Maldonado,Madre de Dios
Peru,Ilo,Moquegua
Peru,Chulucanas,Piura
Philippines,Angeles,Angeles
Philippines,Bacolod,Bacolod
Philippines,City of Isabela,Basilan
Philippines,Butuan,Butuan
Philippines,Tuguegarao,Cagayan
Philippines,Mambajao,Camiguin
Philippines,Roxas,Capiz
Philippines,Trece Martires City,Cavite
Philippines,Tagum,Davao del Norte
Philippines,Vigan,Ilocos Sur
Philippines,Ilagan,Isabela
Philippines,San Fernando,La Union
Philippines,Marawi City,Lanao del Sur
Philippines,Boac,Marinduque
Philippines,Navotas,Navotas
Philippines,Cadiz,Negros Occidental
Philippines,Cabanatuan,Nueva Ecija
Philippines,Bayombong,Nueva Vizcaya
Philippines,Olongapo,Olongapo
Philippines,Calapan,Oriental Mindoro
Philippines,Ormac,Ormoc
Poland,Wroc?aw,Dolno?l?skie
Poland,Bydgoszcz,Kujawsko-Pomorskie
Poland,Grudzi?dz,Kujawsko-Pomorskie
Poland,Gorzów Wielkopolski,Lubuskie
Poland,Warsaw,Mazowieckie
Portugal,Angra do Heroísmo,Azores
Portugal,Bragança,Bragança
Portugal,Castelo Branco,Castelo Branco
Portugal,Coimbra,Coimbra
Portugal,Funchal,Madeira
Qatar,Al Wakrah,Al Wakrah
Qatar,Ar Rayy?n,Ar Rayy?n
Qatar,Mad?nat ash Sham?l,Ash Sham?l
Romania,Bac?u,Bac?u
Romania,Boto?ani,Boto?ani
Romania,Re?i?a,Cara?-Severin
Romania,Constan?a,Constan?a
Romania,Târgovi?te,Dâmbovi?a
Romania,Târgu Jiu,Gorj
Romania,Miercurea Cuic,Harghita
Romania,Hunedoara,Hunedoara
Romania,Slatina,Olt
Romania,Ploie?ti,Prahova
Russia,Gorod Maykop,Adygeya
Russia,Skovorodino,Amurskaya Oblast’
Russia,Tynda,Amurskaya Oblast’
Russia,Nyukzha,Amurskaya Oblast’
Russia,Blagoveshchensk,Amurskaya Oblast’
Russia,Velsk,Arkhangel’skaya Oblast’
Russia,Astrakhan,Astrakhanskaya Oblast’
Russia,Rayevskiy,Bashkortostan
Russia,Sibay,Bashkortostan
Russia,Gubkin,Belgorodskaya Oblast’
Russia,Bryansk,Bryanskaya Oblast’
Russia,Dyatkovo,Bryanskaya Oblast’
Russia,Klintsy,Bryanskaya Oblast’
Russia,Bagdarin,Buryatiya
Russia,Severobaykalsk,Buryatiya
Russia,Groznyy,Chechnya
Russia,Magnitogorsk,Chelyabinskaya Oblast’
Russia,Zlatoust,Chelyabinskaya Oblast’
Russia,Bakal,Chelyabinskaya Oblast’
Russia,Chelyabinsk,Chelyabinskaya Oblast’
Russia,Kanash,Chuvashiya
Russia,Derbent,Dagestan
Russia,Cheremkhovo,Irkutskaya Oblast’
Russia,Angarsk,Irkutskaya Oblast’
Russia,Slyudyanka,Irkutskaya Oblast’
Russia,Tulun,Irkutskaya Oblast’
Russia,Ivanovo,Ivanovskaya Oblast’
Russia,Chernyakhovsk,Kaliningradskaya Oblast’
Russia,Ust Kamchatsk,Kamchatskiy Kray
Russia,Oktyabrskiy,Kamchatskiy Kray
Russia,Yurga,Kemerovskaya Oblast’
Russia,Prokopyevsk,Kemerovskaya Oblast’
Russia,Amursk,Khabarovskiy Kray
Russia,Komsomolsk na Amure,Khabarovskiy Kray
Russia,Ayan,Khabarovskiy Kray
Russia,Chumikan,Khabarovskiy Kray
Russia,Okhotsk,Khabarovskiy Kray
Russia,Vanino,Khabarovskiy Kray
Russia,Tukchi,Khabarovskiy Kray
Russia,Khakhar,Khabarovskiy Kray
Russia,Numto,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra
Russia,Laryak,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra
Russia,Uray,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra
Russia,Buy,Kostromskaya Oblast’
Russia,Tuapse,Krasnodarskiy Kray
Russia,Turukhansk,Krasnoyarskiy Kray
Russia,Agapa,Krasnoyarskiy Kray
Russia,Yessey,Krasnoyarskiy Kray
Russia,Uyar,Krasnoyarskiy Kray
Russia,Komsa,Krasnoyarskiy Kray
Russia,Starorybnoye,Krasnoyarskiy Kray
Russia,Achinsk,Krasnoyarskiy Kray
Russia,Uzhur,Krasnoyarskiy Kray
Russia,Dudinka,Krasnoyarskiy Kray
Russia,Kursk,Kurskaya Oblast’
Russia,Gatchina,Leningradskaya Oblast’
Russia,Vyborg,Leningradskaya Oblast’
Russia,Tikhvin,Leningradskaya Oblast’
Russia,Volkhov,Leningradskaya Oblast’
Russia,Omchak,Magadanskaya Oblast’
Russia,Susuman,Magadanskaya Oblast’
Russia,Klin,Moskovskaya Oblast’
Russia,Yegoryevsk,Moskovskaya Oblast’
Russia,Severomorsk,Murmanskaya Oblast’
Russia,Nikel,Murmanskaya Oblast’
Russia,Bugrino,Nenetskiy Avtonomnyy Okrug
Russia,Vyska,Nizhegorodskaya Oblast’
Russia,Vladikavkaz,North Ossetia
Russia,Borovichi,Novgorodskaya Oblast’
Russia,Velikiy Novgorod,Novgorodskaya Oblast’
Russia,Staraya Russa,Novgorodskaya Oblast’
Russia,Kargat,Novosibirskaya Oblast’
Russia,Tatarsk,Novosibirskaya Oblast’
Russia,Tara,Omskaya Oblast’
Russia,Orenburg,Orenburgskaya Oblast’
Russia,Buzuluk,Orenburgskaya Oblast’
Russia,Orsk,Orenburgskaya Oblast’
Russia,Gay,Orenburgskaya Oblast’
Russia,Kamenka,Penzenskaya Oblast’
Russia,Serdobsk,Penzenskaya Oblast’
Russia,Perm’,Permskiy Kray
Russia,Chusovoy,Permskiy Kray
Russia,Berezniki,Permskiy Kray
Russia,Vladivostok,Primorskiy Kray
Rwanda,Rwamagana,Eastern Province
Rwanda,Ruhengeri,Northern Province
Samoa,Mulifanua,Aiga-i-le-Tai
Saudi Arabia,Al Jubayl,Ash Sharq?yah
Saudi Arabia,Jeddah,Makkah al Mukarramah
Senegal,Kaolack,Kaolack
Senegal,Louga,Louga
Senegal,Kaédi,Matam
Serbia,Aleksinac,Aleksinac
Serbia,Ba?ka Palanka,Ba?ka Palanka
Serbia,Ba?ki Petrovac,Ba?ki Petrovac
Serbia,Bato?ina,Bato?ina
Serbia,Bogati?,Bogati?
Serbia,Bojnik,Bojnik
Serbia,Boljevac,Boljevac
Serbia,Bor,Bor
Serbia,?ajetina,?ajetina
Serbia,?i?evac,?i?evac
Serbia,?oka,?oka
Serbia,Crna Trava,Crna Trava
Serbia,Despotovac,Despotovac
Serbia,Dimitrovgrad,Dimitrovgrad
Serbia,Doljevac,Doljevac
Serbia,In?ija,In?ija
Serbia,Kni?,Kni?
Serbia,Knjaževac,Knjaževac
Serbia,Kovin,Kovin
Serbia,Kraljevo,Kraljevo
Serbia,Loznica,Loznica
Serbia,Merošina,Merošina
Serbia,Mionica,Mionica
Serbia,Novi Be?ej,Novi Be?ej
Serbia,Novi Sad,Novi Sad
Serbia,Pan?evo,Pan?evo
Serbia,Požarevac,Požarevac
Serbia,Požega,Požega
Serbia,Priboj,Priboj
Serbia,Prokuplje,Prokuplje
Sierra Leone,Koidu,Eastern
Sierra Leone,Makeni,Northern
Slovakia,Banská Bystrica,Banskobystrický
Slovakia,Bratislava,Bratislavský
Slovakia,Košice,Košický
Slovakia,Nitra,Nitriansky
Slovakia,Prešov,Prešovský
Slovenia,Ajdovš?ina,Ajdovš?ina
Slovenia,Bled,Bled
Slovenia,Bovec,Bovec
Slovenia,Cerklje na Gorenjskem,Cerklje na Gorenjskem
Slovenia,?rna na Koroškem,?rna na Koroškem
Slovenia,Destrnik,Destrnik
Slovenia,Diva?a,Diva?a
Slovenia,Dobje pri Planini,Dobje
Slovenia,Dobrna,Dobrna
Slovenia,Dol pri Ljubljani,Dol pri Ljubljani
Slovenia,Dolenjske Toplice,Dolenjske Toplice
Slovenia,Dravograd,Dravograd
Slovenia,Spodnja Hajdina,Hajdina
Slovenia,Horjul,Horjul
Slovenia,Idrija,Idrija
Slovenia,Izola,Izola
Slovenia,Jesenice,Jesenice
Slovenia,Ko?evje,Ko?evje
Slovenia,Kostel,Kostel
Slovenia,Logatec,Logatec
Slovenia,Lu?e,Lu?e
Slovenia,Majšperk,Majšperk
Slovenia,Medvode,Medvode
Slovenia,Mirna Pe?,Mirna Pe?
Slovenia,Mokronog,Mokronog-Trebelno
Slovenia,Prevalje,Prevalje
Solomon Islands,Kirakira,Makira and Ulawa
Somalia,Hudur,Bakool
Somalia,Mogadishu,Banaadir
Somalia,Boosaaso,Bari
Somalia,Luuq,Gedo
Somalia,Bu'aale,Jubbada Dhexe
South Africa,Middelburg,Eastern Cape
South Africa,Uitenhage,Eastern Cape
South Africa,Bhisho,Eastern Cape
South Africa,Queenstown,Eastern Cape
South Africa,Grahamstown,Eastern Cape
South Africa,Kroonstad,Free State
South Africa,Durban,KwaZulu-Natal
South Africa,Middelburg,Mpumalanga
South Africa,Rustenburg,North West
South Africa,Brits,North West
South Africa,Vryburg,North West
South Africa,Mahikeng,North West
South Africa,Springbok,Northern Cape
South Africa,Upington,Northern Cape
Spain,Linares,Andalusia
Spain,Córdoba,Andalusia
Spain,Málaga,Andalusia
Spain,Oviedo,Asturias
Spain,Vitoria,Basque Country
Spain,Bilbao,Basque Country
Spain,San Sebastián,Basque Country
Spain,Las Palmas,Canary Islands
Spain,Vigo,Galicia
Spain,Ourense,Galicia
Spain,Murcia,Murcia
Spain,Cartagena,Murcia
Sri Lanka,Kandy,Central
Sri Lanka,Puttalan,North Western
Sri Lanka,Jaffna,Northern
Sudan,Gedaref,Al Gedaref
Sudan,Ad Damaz?n,Blue Nile
Sudan,El Obeid,North Kordofan
Sudan,Kerma,Northern
Sudan,Dongola,Northern
Suriname,Nieuw Amsterdam,Commewijne
Suriname,Paramaribo,Paramaribo
Sweden,Falun,Dalarna
Sweden,Borlänge,Dalarna
Sweden,Bollnäs,Gävleborg
Sweden,Visby,Gotland
Sweden,Halmstad,Halland
Sweden,Växjö,Kronoberg
Switzerland,Herisau,Appenzell Ausserrhoden
Switzerland,Bern,Bern
Switzerland,Chur,Graubünden
Switzerland,Neuchâtel,Neuchâtel
Syria,Al Hasakah,Al ?asakah
Syria,Madinat ath Thawrah,Ar Raqqah
Syria,Dayr az Zawr,Dayr az Zawr
Syria,Abu Kamal,Dayr az Zawr
Syria,Izaz,?alab
Syria,Aleppo,?alab
Syria,Hims,?im?
Syria,Idlib,Idlib
Taiwan,Zhubei,Hsinchu
Tajikistan,Khorugh,K?histoni Badakhshon
Tanzania,Oldeani,Arusha
Tanzania,Biharamulo,Kagera
Tanzania,Karema,Katavi
Tanzania,Mpanda,Katavi
Tanzania,Uvinza,Kigoma
Tanzania,Moshi,Kilimanjaro
Tanzania,Tunduma,Mbeya
Tanzania,Morogoro,Morogoro
Tanzania,Wete,Pemba North
Thailand,Bueng Kan,Bueng Kan
Thailand,Buriram,Buriram
Thailand,Chainat,Chai Nat
Thailand,Khon Kaen,Khon Kaen
Thailand,Krabi,Krabi
Thailand,Lamphun,Lamphun
Thailand,Mae Hong Son,Mae Hong Son
Thailand,Mukdahan,Mukdahan
Thailand,Bua Yai,Nakhon Ratchasima
Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat
Thailand,Nong Bua Lamphu,Nong Bua Lamphu
Thailand,Nonthaburi,Nonthaburi
Thailand,Phangnga,Phangnga
Thailand,Phatthalung,Phatthalung
Thailand,Phichit,Phichit
Thailand,Prachuap Khiri Khan,Prachuap Khiri Khan
Togo,Sokodé,Centrale
Togo,Bassar,Kara
Togo,Lomé,Maritime
Trinidad And Tobago,Diego Martin,Diego Martin
Trinidad And Tobago,Rio Claro,Mayaro/Rio Claro
Trinidad And Tobago,Port-of-Spain,Port of Spain
Tunisia,Gafsa,Gafsa
Tunisia,Qasserine,Kasserine
Tunisia,Zarzis,Médenine
Tunisia,Medenine,Médenine
Turkey,Ad?yaman,Ad?yaman
Turkey,Aksaray,Aksaray
Turkey,Amasya,Amasya
Turkey,Ayd?n,Ayd?n
Turkey,Söke,Ayd?n
Turkey,Bayburt,Bayburt
Turkey,Bolu,Bolu
Turkey,Çanakkale,Çanakkale
Turkey,Denizli,Denizli
Turkey,Erzurum,Erzurum
Turkey,Giresun,Giresun
Turkey,Hakkâri,Hakkâri
Turkey,Hatay,Hatay
Turkey,Samandagi,Hatay
Turkey,Kilis,Kilis
Turkey,?zmit,Kocaeli
Turkey,Konya,Konya
Turkey,Manisa,Manisa
Turkey,Ni?de,Ni?de
Turkey,Osmaniye,Osmaniye
Turkmenistan,Tejen,Ahal
Turkmenistan,Balkanabat,Balkan
Turkmenistan,Atamyrat,Lebap
Uganda,Adjumani,Adjumani
Uganda,Amolatar,Amolatar
Uganda,Amuru,Amuru
Uganda,Bulambuli,Bulambuli
Uganda,Bundibugyo,Bundibugyo
Uganda,Gombe,Butambala
Uganda,Kalangala,Kalangala
Uganda,Kalungu,Kalungu
Uganda,Kanungu,Kanungu
Uganda,Kapchorwa,Kapchorwa
Uganda,Kasese,Kasese
Uganda,Kiruhura,Kiruhura
Uganda,Koboko,Koboko
Uganda,Kotido,Kotido
Uganda,Kumi,Kumi
Uganda,Binyin,Kween
Uganda,Kyankwanzi,Kyankwanzi
Uganda,Kyenjojo,Kyenjojo
Uganda,Lwengo,Lwengo
Uganda,Mityana,Mityana
Uganda,Nakasongola,Nakasongola
Uganda,Nebbi,Nebbi
Uganda,Ngora,Ngora
Uganda,Ntoroko,Ntoroko
Uganda,Ntungamo,Ntungamo
Uganda,Nwoya,Nwoya
Uganda,Oyam,Oyam
Ukraine,Cherkasy,Cherkas’ka Oblast’
Ukraine,Uman,Cherkas’ka Oblast’
Ukraine,Kryvyy Rih,Dnipropetrovs’ka Oblast’
Ukraine,Kupyansk,Kharkivs’ka Oblast’
Ukraine,Kiev,"Kyyiv, Misto"
Ukraine,Lvov,L’vivs’ka Oblast’
Ukraine,Drohobych,L’vivs’ka Oblast’
Ukraine,Mykolayiv,Mykolayivs’ka Oblast’
United Arab Emirates,Sharjah,Ash Sh?riqah
United Kingdom,Forfar,Angus
United Kingdom,Bangor,Ards and North Down
United Kingdom,Armagh,"Armagh, Banbridge and Craigavon"
United Kingdom,Hendon,Barnet
United Kingdom,Bath,Bath and North East Somerset
United Kingdom,Blackpool,Blackpool
United Kingdom,Hove,Brighton and Hove
United Kingdom,Halifax,Calderdale
United Kingdom,Aberaeron,Ceredigion
United Kingdom,Chester,Cheshire West and Chester
United Kingdom,Alloa,Clackmannanshire
United Kingdom,Coventry,Coventry
United Kingdom,Carlisle,Cumbria
United Kingdom,Rhuthun,Denbighshire
United Kingdom,Matlock,Derbyshire
United Kingdom,Strabane,Derry and Strabane
United Kingdom,Exeter,Devon
United Kingdom,Ealing,Ealing
United Kingdom,Kilmarnock,East Ayrshire
United Kingdom,Haddington,East Lothian
United Kingdom,Giffnock,East Renfrewshire
United Kingdom,Falkirk,Falkirk
United Kingdom,Mold,Flintshire
United Kingdom,Woolwich,Greenwich
United Kingdom,Winchester,Hampshire
United Kingdom,Wood Green,Haringey
United Kingdom,Hertford,Hertfordshire
United Kingdom,Inverness,Highland
United Kingdom,Hounslow,Hounslow
United Kingdom,Greenock,Inverclyde
United Kingdom,Newport,Isle of Wight
United Kingdom,Huddersfield,Kirklees
United Kingdom,Preston,Lancashire
United Kingdom,Leeds,Leeds
United Kingdom,Catford,Lewisham
United Kingdom,Liverpool,Liverpool
United Kingdom,Luton,Luton
United Kingdom,Rochester,Medway
United Kingdom,Dalkeith,Midlothian
United Kingdom,Usk,Monmouthshire
United Kingdom,Elgin,Moray
United Kingdom,East Ham,Newham
United Kingdom,Irvine,North Ayrshire
United Kingdom,Scunthorpe,North Lincolnshire
United Kingdom,Weston-super-Mare,North Somerset
United Kingdom,Wallsend,North Tyneside
United Kingdom,Scarborough,North Yorkshire
United Kingdom,Nottingham,Nottingham
United Kingdom,Oldham,Oldham
United Kingdom,Kirkwall,Orkney Islands
United Kingdom,Portsmouth,Portsmouth
United States,Lanett,Alabama
United States,Scottsboro,Alabama
United States,Opelika,Alabama
United States,Alexander City,Alabama
United States,Clanton,Alabama
United States,Selma,Alabama
United States,Pelham,Alabama
United States,Gulf Shores,Alabama
United States,Jacksonville,Alabama
United States,Decatur,Alabama
United States,Pleasant Grove,Alabama
United States,Leeds,Alabama
United States,Chickasaw,Alabama
United States,Brent,Alabama
United States,Birmingham,Alabama
United States,Helena,Alabama
United States,Fort Payne,Alabama
United States,Oneonta,Alabama
United States,Demopolis,Alabama
United States,Brewton,Alabama
United States,Mountain Brook,Alabama
United States,Jasper,Alabama
United States,Madison,Alabama
United States,Fairfield,Alabama
United States,Ozark,Alabama
United States,Boaz,Alabama
United States,Wasilla,Alaska
United States,Ketchikan,Alaska
United States,Flagstaff,Arizona
United States,Tolleson,Arizona
United States,Queen Creek,Arizona
United States,Buckeye,Arizona
United States,Show Low,Arizona
United States,Mesa,Arizona
United States,Sierra Vista,Arizona
United States,Somerton,Arizona
United States,Chandler,Arizona
United States,Glendale,Arizona
United States,Surprise,Arizona
United States,South Tucson,Arizona
United States,Kingman,Arizona
United States,San Luis,Arizona
United States,Tempe,Arizona
United States,Batesville,Arkansas
United States,Pea Ridge,Arkansas
United States,Centerton,Arkansas
United States,Stuttgart,Arkansas
United States,Beebe,Arkansas
United States,Monticello,Arkansas
United States,Rogers,Arkansas
United States,Heber Springs,Arkansas
United States,North Little Rock,Arkansas
United States,Hot Springs,Arkansas
United States,Siloam Springs,Arkansas
United States,Maumelle,Arkansas
United States,Little Rock,Arkansas
United States,Benton,Arkansas
United States,Marion,Arkansas
United States,Forrest City,Arkansas
United States,Conway,Arkansas
United States,De Queen,Arkansas
United States,Mountain Home,Arkansas
United States,Magnolia,Arkansas
United States,Malvern,Arkansas
United States,Cabot,Arkansas
United States,Jacksonville,Arkansas
United States,Saint Helena,California
United States,Windsor,California
United States,Calistoga,California
United States,Sebastopol,California
United States,Rancho Santa Margarita,California
United States,Corning,California
United States,East Palo Alto,California
United States,Norco,California
United States,Salinas,California
United States,Apple Valley,California
United States,Foster City,California
United States,Indio,California
United States,Emeryville,California
United States,Bakersfield,California
United States,Paradise,California
United States,Mammoth Lakes,California
United States,Twentynine Palms,California
United States,Lompoc,California
United States,Crescent City,California
United States,Fillmore,California
United States,Palm Desert,California
United States,Los Gatos,California
United States,Corona,California
United States,National City,California
United States,Los Alamitos,California
United States,Hawaiian Gardens,California
United States,Gustine,California
United States,Fairfield,California
United States,Calexico,California
United States,Porterville,California
United States,Pleasanton,California
United States,Vista,California
United States,Palo Alto,California
United States,Wildomar,California
United States,Laguna Beach,California
United States,Santa Barbara,California
United States,San Bruno,California
United States,Calabasas,California
United States,Monterey Park,California
United States,Costa Mesa,California
United States,Livermore,California
United States,Desert Hot Springs,California
United States,Coachella,California
United States,Sierra Madre,California
United States,Hughson,California
United States,Ceres,California
United States,Turlock,California
United States,Cypress,California
United States,Pittsburg,California
United States,Gilroy,California
United States,Commerce,California
United States,Fortuna,California
United States,Concord,California
United States,Laguna Niguel,California
United States,Sacramento,California
United States,Fontana,California
United States,Merced,California
United States,Marysville,California
United States,Aliso Viejo,California
United States,Stockton,California
United States,San Gabriel,California
United States,Arvin,California
United States,Santa Monica,California
United States,Susanville,California
United States,La Palma,California
United States,Hermosa Beach,California
United States,Petaluma,California
United States,Carpinteria,California
United States,Alhambra,California
United States,Huron,California
United States,Santa Ana,California
United States,Oakley,California
United States,Half Moon Bay,California
United States,Marina,California
United States,San Luis Obispo,California
United States,Baldwin Park,California
United States,Davis,California
United States,Bell,California
United States,Goleta,California
United States,Grover Beach,California
United States,Citrus Heights,California
United States,Pismo Beach,California
United States,Covina,California
United States,Capitola,California
United States,Garden Grove,California
United States,San Mateo,California
United States,Oceanside,California
United States,Palos Verdes Estates,California
United States,San Jose,California
United States,South Lake Tahoe,California
United States,Redlands,California
United States,Clovis,California
United States,Woodlake,California
United States,Colton,California
United States,Montclair,California
United States,Placentia,California
United States,Lawndale,California
United States,Banning,California
United States,Rio Vista,California
United States,Livingston,California
United States,Imperial,California
United States,San Ramon,California
United States,Coalinga,California
United States,Huntington Beach,California
United States,Rancho Mirage,California
United States,McFarland,California
United States,Lake Forest,California
United States,Kingsburg,California
United States,Avenal,California
United States,Morro Bay,California
United States,Yuba City,California
United States,Rifle,Colorado
United States,Lone Tree,Colorado
United States,Loveland,Colorado
United States,Estes Park,Colorado
United States,Leadville,Colorado
United States,Aspen,Colorado
United States,Craig,Colorado
United States,Berthoud,Colorado
United States,Durango,Colorado
United States,Frederick,Colorado
United States,Woodland Park,Colorado
United States,Dacono,Colorado
United States,Sterling,Colorado
United States,Glendale,Colorado
United States,Steamboat Springs,Colorado
United States,Salida,Colorado
United States,Longmont,Colorado
United States,Fort Collins,Colorado
United States,Commerce City,Colorado
United States,Boulder,Colorado
United States,Golden,Colorado
United States,New Castle,Colorado
United States,Waterbury,Connecticut
United States,City of Milford (balance),Connecticut
United States,New Haven,Connecticut
United States,Elsmere,Delaware
United States,North Palm Beach,Florida
United States,Winter Springs,Florida
United States,Ormond Beach,Florida
United States,Dade City,Florida
United States,Daytona Beach,Florida
United States,Pinellas Park,Florida
United States,Wildwood,Florida
United States,Key Biscayne,Florida
United States,Winter Haven,Florida
United States,Lighthouse Point,Florida
United States,Lake City,Florida
United States,Venice,Florida
United States,Panama City,Florida
United States,South Miami,Florida
United States,Wauchula,Florida
United States,Orlando,Florida
United States,Oldsmar,Florida
United States,Starke,Florida
United States,Palmetto Bay,Florida
United States,Port Orange,Florida
United States,Saint Pete Beach,Florida
United States,West Miami,Florida
United States,Tallahassee,Florida
United States,Leesburg,Florida
United States,West Park,Florida
United States,Palmetto,Florida
United States,Atlantic Beach,Florida
United States,Delray Beach,Florida
United States,DeLand,Florida
United States,Fort Myers,Florida
United States,Groveland,Florida
United States,Coral Gables,Florida
United States,Lauderhill,Florida
United States,Treasure Island,Florida
United States,Fruitland Park,Florida
United States,Holly Hill,Florida
United States,Pompano Beach,Florida
United States,Rockledge,Florida
United States,Palm Springs,Florida
United States,Inverness,Florida
United States,Cape Coral,Florida
United States,Clermont,Florida
United States,Temple Terrace,Florida
United States,Belle Glade,Florida
United States,Maitland,Florida
United States,Satellite Beach,Florida
United States,Deerfield Beach,Florida
United States,Auburndale,Florida
United States,North Miami Beach,Florida
United States,Fort Meade,Florida
United States,Milton,Florida
United States,Gainesville,Florida
United States,Pahokee,Florida
United States,Neptune Beach,Florida
United States,Arcadia,Florida
United States,Margate,Florida
United States,Cape Canaveral,Florida
United States,Cocoa,Florida
United States,Boca Raton,Florida
United States,Punta Gorda,Florida
United States,North Miami,Florida
United States,Crestview,Florida
United States,Fort Valley,Georgia
United States,Buford,Georgia
United States,Moultrie,Georgia
United States,Vidalia,Georgia
United States,Valdosta,Georgia
United States,Byron,Georgia
United States,Tyrone,Georgia
United States,Calhoun,Georgia
United States,Summerville,Georgia
United States,Barnesville,Georgia
United States,Covington,Georgia
United States,Augusta,Georgia
United States,Rome,Georgia
United States,Commerce,Georgia
United States,Decatur,Georgia
United States,Cordele,Georgia
United States,Dalton,Georgia
United States,Holly Springs,Georgia
United States,Villa Rica,Georgia
United States,Dallas,Georgia
United States,Baxley,Georgia
United States,Kingsland,Georgia
United States,Athens,Georgia
United States,Cumming,Georgia
United States,Garden City,Georgia
United States,Clarkston,Georgia
United States,Albany,Georgia
United States,Griffin,Georgia
