country,admin_name,city
United States,Saint Marys,Georgia
United States,Stone Mountain,Georgia
United States,Lilburn,Georgia
United States,Cartersville,Georgia
United States,Jasper,Georgia
United States,Gainesville,Georgia
United States,College Park,Georgia
United States,Sandersville,Georgia
United States,Columbus,Georgia
United States,Tifton,Georgia
United States,Thomaston,Georgia
United States,Camilla,Georgia
United States,Roswell,Georgia
United States,Honolulu,Hawaii
United States,Fruitland,Idaho
United States,Jerome,Idaho
United States,Twin Falls,Idaho
United States,Coeur d'Alene,Idaho
United States,East Alton,Illinois
United States,Libertyville,Illinois
United States,New Lenox,Illinois
United States,South Holland,Illinois
United States,Oak Brook,Illinois
United States,River Forest,Illinois
United States,Frankfort,Illinois
United States,Evanston,Illinois
United States,Chatham,Illinois
United States,Channahon,Illinois
United States,Chicago,Illinois
United States,Marengo,Illinois
United States,Berwyn,Illinois
United States,Naperville,Illinois
United States,Granite City,Illinois
United States,Pontoon Beach,Illinois
United States,Metropolis,Illinois
United States,Columbia,Illinois
United States,Calumet Park,Illinois
United States,Coal City,Illinois
United States,Lisle,Illinois
United States,Plainfield,Illinois
United States,Joliet,Illinois
United States,Minooka,Illinois
United States,Rolling Meadows,Illinois
United States,Lake Zurich,Illinois
United States,La Salle,Illinois
United States,Lawrenceville,Illinois
United States,Island Lake,Illinois
United States,Riverside,Illinois
United States,Alsip,Illinois
United States,Warrenville,Illinois
United States,Plano,Illinois
United States,Lombard,Illinois
United States,Chillicothe,Illinois
United States,Bridgeview,Illinois
United States,Wilmington,Illinois
United States,Moline,Illinois
United States,West Chicago,Illinois
United States,Springfield,Illinois
United States,Canton,Illinois
United States,Oak Park,Illinois
United States,Dixon,Illinois
United States,South Beloit,Illinois
United States,Herrin,Illinois
United States,Effingham,Illinois
United States,Batavia,Illinois
United States,Homewood,Illinois
United States,Shiloh,Illinois
United States,Chicago Heights,Illinois
United States,Park Forest,Illinois
United States,Mascoutah,Illinois
United States,McHenry,Illinois
United States,Salem,Illinois
United States,Woodridge,Illinois
United States,Oswego,Illinois
United States,Berkeley,Illinois
United States,Campton Hills,Illinois
United States,Bradley,Illinois
United States,Colona,Illinois
United States,Winnetka,Illinois
United States,Gillespie,Illinois
United States,Elmwood Park,Illinois
United States,Lake Villa,Illinois
United States,Lincolnwood,Illinois
United States,Wauconda,Illinois
United States,Genoa,Illinois
United States,Bartonville,Illinois
United States,Zion,Illinois
United States,Glencoe,Illinois
United States,Bethalto,Illinois
United States,Kewanee,Illinois
United States,Franklin Park,Illinois
United States,East Peoria,Illinois
United States,Gilberts,Illinois
United States,Blue Island,Illinois
United States,La Grange Park,Illinois
United States,Macomb,Illinois
United States,Round Lake Park,Illinois
United States,Eureka,Illinois
United States,Lake in the Hills,Illinois
United States,Palatine,Illinois
United States,Greenville,Illinois
United States,Lake Forest,Illinois
United States,Pingree Grove,Illinois
United States,O'Fallon,Illinois
United States,Whitestown,Indiana
United States,Batesville,Indiana
United States,Griffith,Indiana
United States,Scottsburg,Indiana
United States,Munster,Indiana
United States,Richmond,Indiana
United States,Columbia City,Indiana
United States,Avon,Indiana
United States,Westfield,Indiana
United States,Winfield,Indiana
United States,Lafayette,Indiana
United States,Boonville,Indiana
United States,Clarksville,Indiana
United States,Bedford,Indiana
United States,Shelbyville,Indiana
United States,Rochester,Indiana
United States,Crawfordsville,Indiana
United States,Evansville,Indiana
United States,Speedway,Indiana
United States,Logansport,Indiana
United States,Portland,Indiana
United States,Merrillville,Indiana
United States,Rushville,Indiana
United States,Cedar Lake,Indiana
United States,Linton,Indiana
United States,Schererville,Indiana
United States,New Haven,Indiana
United States,Pleasant Hill,Iowa
United States,Sioux Center,Iowa
United States,Charles City,Iowa
United States,Spirit Lake,Iowa
United States,Newton,Iowa
United States,Marshalltown,Iowa
United States,Washington,Iowa
United States,Creston,Iowa
United States,Clinton,Iowa
United States,Knoxville,Iowa
United States,Shenandoah,Iowa
United States,Asbury,Iowa
United States,Boone,Iowa
United States,Ottumwa,Iowa
United States,Glenwood,Iowa
United States,Spencer,Iowa
United States,Grimes,Iowa
United States,Anamosa,Iowa
United States,Clarinda,Iowa
United States,Cedar Rapids,Iowa
United States,Oskaloosa,Iowa
United States,Muscatine,Iowa
United States,Fairfield,Iowa
United States,Mason City,Iowa
United States,Bondurant,Iowa
United States,Hiawatha,Iowa
United States,Ottawa,Kansas
United States,Overland Park,Kansas
United States,Gardner,Kansas
United States,Spring Hill,Kansas
United States,McPherson,Kansas
United States,Pittsburg,Kansas
United States,Winfield,Kansas
United States,Emporia,Kansas
United States,Paola,Kansas
United States,Hutchinson,Kansas
United States,Independence,Kansas
United States,Chanute,Kansas
United States,Wellington,Kansas
United States,Garden City,Kansas
United States,Tonganoxie,Kansas
United States,Atchison,Kansas
United States,Manhattan,Kansas
United States,Wichita,Kansas
United States,Radcliff,Kentucky
United States,Richmond,Kentucky
United States,Middletown,Kentucky
United States,Lebanon,Kentucky
United States,Glasgow,Kentucky
United States,Carrollton,Kentucky
United States,Frankfort,Kentucky
United States,Vine Grove,Kentucky
United States,Paintsville,Kentucky
United States,Paducah,Kentucky
United States,Shelbyville,Kentucky
United States,La Grange,Kentucky
United States,Princeton,Kentucky
United States,Elsmere,Kentucky
United States,Madisonville,Kentucky
United States,Villa Hills,Kentucky
United States,Hazard,Kentucky
United States,Cynthiana,Kentucky
United States,Dayton,Kentucky
United States,Berea,Kentucky
United States,Maysville,Kentucky
United States,Morganfield,Kentucky
United States,Breaux Bridge,Louisiana
United States,Zachary,Louisiana
United States,Houma,Louisiana
United States,Ponchatoula,Louisiana
United States,Ruston,Louisiana
United States,Slidell,Louisiana
United States,New Orleans,Louisiana
United States,Patterson,Louisiana
United States,Benton,Louisiana
United States,Hammond,Louisiana
United States,Gramercy,Louisiana
United States,Central,Louisiana
United States,Winnsboro,Louisiana
United States,Broussard,Louisiana
United States,Abbeville,Louisiana
United States,Walker,Louisiana
United States,Scott,Louisiana
United States,Saco,Maine
United States,Sanford,Maine
United States,Auburn,Maine
United States,South Portland,Maine
United States,Rockland,Maine
United States,Caribou,Maine
United States,Bath,Maine
United States,Portland,Maine
United States,Frostburg,Maryland
United States,Mount Rainier,Maryland
United States,Brunswick,Maryland
United States,Takoma Park,Maryland
United States,Walkersville,Maryland
United States,New Carrollton,Maryland
United States,Chestertown,Maryland
United States,Greenbelt,Maryland
United States,Emmitsburg,Maryland
United States,Westernport,Maryland
United States,Laurel,Maryland
United States,Waltham,Massachusetts
United States,Gloucester,Massachusetts
United States,Pittsfield,Massachusetts
United States,North Adams,Massachusetts
United States,Watertown,Massachusetts
United States,Somerville,Massachusetts
United States,Woburn,Massachusetts
United States,Gardner,Massachusetts
United States,Attleboro,Massachusetts
United States,Lapeer,Michigan
United States,Paw Paw,Michigan
United States,Northville,Michigan
United States,Cadillac,Michigan
United States,Albion,Michigan
United States,Grosse Pointe,Michigan
United States,Kingsford,Michigan
United States,Three Rivers,Michigan
United States,Swartz Creek,Michigan
United States,Escanaba,Michigan
United States,Muskegon,Michigan
United States,Fenton,Michigan
United States,River Rouge,Michigan
United States,Trenton,Michigan
United States,Menominee,Michigan
United States,Gaylord,Michigan
United States,Coldwater,Michigan
United States,Kalamazoo,Michigan
United States,Sault Sainte Marie,Michigan
United States,Harper Woods,Michigan
United States,Pontiac,Michigan
United States,Manistee,Michigan
United States,Eaton Rapids,Michigan
United States,Rockford,Michigan
United States,Ionia,Michigan
United States,Berrien Springs,Michigan
United States,Marshall,Michigan
United States,Grand Blanc,Michigan
United States,Auburn Hills,Michigan
United States,Dearborn,Michigan
United States,Inkster,Michigan
United States,Berkley,Michigan
United States,Laurium,Michigan
United States,Mount Clemens,Michigan
United States,Benton Harbor,Michigan
United States,Springfield,Michigan
United States,Hillsdale,Michigan
United States,Maple Grove,Minnesota
United States,Hermantown,Minnesota
United States,Glencoe,Minnesota
United States,Edina,Minnesota
United States,Brainerd,Minnesota
United States,Byron,Minnesota
United States,Owatonna,Minnesota
United States,Mounds View,Minnesota
United States,Crookston,Minnesota
United States,Hibbing,Minnesota
United States,Oak Grove,Minnesota
United States,Lake Elmo,Minnesota
United States,New Ulm,Minnesota
United States,Cambridge,Minnesota
United States,Medina,Minnesota
United States,Elk River,Minnesota
United States,Oakdale,Minnesota
United States,Litchfield,Minnesota
United States,Hastings,Minnesota
United States,Mankato,Minnesota
United States,Shoreview,Minnesota
United States,Minneapolis,Minnesota
United States,Eden Prairie,Minnesota
United States,Saint Joseph,Minnesota
United States,South Saint Paul,Minnesota
United States,Corcoran,Minnesota
United States,Chaska,Minnesota
United States,Saint Louis Park,Minnesota
United States,Albertville,Minnesota
United States,Lindstrom,Minnesota
United States,Dayton,Minnesota
United States,North Saint Paul,Minnesota
United States,Hutchinson,Minnesota
United States,Bemidji,Minnesota
United States,Austin,Minnesota
United States,Falcon Heights,Minnesota
United States,Sartell,Minnesota
United States,Saint Paul,Minnesota
United States,East Grand Forks,Minnesota
United States,Flowood,Mississippi
United States,Bay Saint Louis,Mississippi
United States,Booneville,Mississippi
United States,Brookhaven,Mississippi
United States,Kosciusko,Mississippi
United States,Amory,Mississippi
United States,Biloxi,Mississippi
United States,Jackson,Mississippi
United States,Senatobia,Mississippi
United States,Horn Lake,Mississippi
United States,Greenwood,Mississippi
United States,Madison,Mississippi
United States,Moss Point,Mississippi
United States,Parkville,Missouri
United States,Hannibal,Missouri
United States,Lebanon,Missouri
United States,Clayton,Missouri
United States,Eureka,Missouri
United States,Kearney,Missouri
United States,Willard,Missouri
United States,Monett,Missouri
United States,Florissant,Missouri
United States,Battlefield,Missouri
United States,Marshfield,Missouri
United States,Springfield,Missouri
United States,Sedalia,Missouri
United States,Independence,Missouri
United States,Sullivan,Missouri
United States,Washington,Missouri
United States,Pevely,Missouri
United States,Rolla,Missouri
United States,Saint Ann,Missouri
United States,Kennett,Missouri
United States,Park Hills,Missouri
United States,Greenwood,Missouri
United States,Chillicothe,Missouri
United States,Carthage,Missouri
United States,Jefferson City,Missouri
United States,Cottleville,Missouri
United States,Butte,Montana
United States,Belgrade,Montana
United States,Kalispell,Montana
United States,Havre,Montana
United States,Laurel,Montana
United States,Helena,Montana
United States,Fremont,Nebraska
United States,Kearney,Nebraska
United States,La Vista,Nebraska
United States,Sidney,Nebraska
United States,Henderson,Nevada
United States,Winnemucca,Nevada
United States,Carson City,Nevada
United States,Sparks,Nevada
United States,Boulder City,Nevada
United States,Reno,Nevada
United States,Dover,New Hampshire
United States,Franklin,New Hampshire
United States,Nashua,New Hampshire
United States,Ridgefield Park,New Jersey
United States,Closter,New Jersey
United States,North Caldwell,New Jersey
United States,Emerson,New Jersey
United States,Guttenberg,New Jersey
United States,Spotswood,New Jersey
United States,Paterson,New Jersey
United States,River Edge,New Jersey
United States,Kenilworth,New Jersey
United States,Ridgewood,New Jersey
United States,Leonia,New Jersey
United States,Phillipsburg,New Jersey
United States,Little Silver,New Jersey
United States,New Milford,New Jersey
United States,Chatham,New Jersey
United States,Highland Park,New Jersey
United States,Pompton Lakes,New Jersey
United States,Mount Arlington,New Jersey
United States,Westfield,New Jersey
United States,North Arlington,New Jersey
United States,Oradell,New Jersey
United States,Bellmawr,New Jersey
United States,Carteret,New Jersey
United States,Runnemede,New Jersey
United States,Allendale,New Jersey
United States,Jersey City,New Jersey
United States,Hackettstown,New Jersey
United States,Raritan,New Jersey
United States,Morristown,New Jersey
United States,Northfield,New Jersey
United States,Camden,New Jersey
United States,Paulsboro,New Jersey
United States,Linden,New Jersey
United States,Bridgeton,New Jersey
United States,New Brunswick,New Jersey
United States,Bound Brook,New Jersey
United States,Edgewater,New Jersey
United States,Somerville,New Jersey
United States,Midland Park,New Jersey
United States,Bogota,New Jersey
United States,East Orange,New Jersey
United States,Freehold,New Jersey
United States,Rutherford,New Jersey
United States,Hillsdale,New Jersey
United States,Roselle,New Jersey
United States,Elmwood Park,New Jersey
United States,Jamesburg,New Jersey
United States,Englewood Cliffs,New Jersey
United States,Collingswood,New Jersey
United States,Wallington,New Jersey
United States,Morris Plains,New Jersey
United States,Dover,New Jersey
United States,Carlsbad,New Mexico
United States,Hobbs,New Mexico
United States,Socorro,New Mexico
United States,Ruidoso,New Mexico
United States,Williston Park,New York
United States,Port Chester,New York
United States,Canandaigua,New York
United States,Penn Yan,New York
United States,Airmont,New York
United States,Albion,New York
United States,Fredonia,New York
United States,Pelham Manor,New York
United States,North Hills,New York
United States,New Rochelle,New York
United States,Waterloo,New York
United States,Dobbs Ferry,New York
United States,Mastic Beach,New York
United States,Malone,New York
United States,Pleasantville,New York
United States,Elmsford,New York
United States,Auburn,New York
United States,Amityville,New York
United States,Rockville Centre,New York
United States,Croton-on-Hudson,New York
United States,Lackawanna,New York
United States,Manorhaven,New York
United States,Babylon,New York
United States,Bronx,New York
United States,Washingtonville,New York
United States,Poughkeepsie,New York
United States,Mineola,New York
United States,Patchogue,New York
United States,East Rochester,New York
United States,Haverstraw,New York
United States,Harrison,New York
United States,Norwich,New York
United States,Baldwinsville,New York
United States,Woodbury,New York
United States,Sidney,New York
United States,Chester,New York
United States,Attica,New York
United States,Yonkers,New York
United States,Lawrence,New York
United States,Massena,New York
United States,Fort Plain,New York
United States,Mount Vernon,New York
United States,Johnstown,New York
United States,Glen Cove,New York
United States,Staten Island,New York
United States,Roanoke Rapids,North Carolina
United States,New Bern,North Carolina
United States,Burlington,North Carolina
United States,Waynesville,North Carolina
United States,Davidson,North Carolina
United States,Forest City,North Carolina
United States,Elizabeth City,North Carolina
United States,Whiteville,North Carolina
United States,Pinehurst,North Carolina
United States,Conover,North Carolina
United States,Archer Lodge,North Carolina
United States,Stokesdale,North Carolina
United States,Clinton,North Carolina
United States,Manteo,North Carolina
United States,Angier,North Carolina
United States,Goldsboro,North Carolina
United States,Chapel Hill,North Carolina
United States,Taylorsville,North Carolina
United States,Gibsonville,North Carolina
United States,Harrisburg,North Carolina
United States,Gastonia,North Carolina
United States,Lumberton,North Carolina
United States,Indian Trail,North Carolina
United States,Cherryville,North Carolina
United States,Hillsborough,North Carolina
United States,Hope Mills,North Carolina
United States,Walkertown,North Carolina
United States,Huntersville,North Carolina
United States,Rockingham,North Carolina
United States,Wilmington,North Carolina
United States,Elkin,North Carolina
United States,Minot,North Dakota
United States,Mandan,North Dakota
United States,Northwood,Ohio
United States,Vandalia,Ohio
United States,Kirtland,Ohio
United States,Galion,Ohio
United States,Brecksville,Ohio
United States,Lisbon,Ohio
United States,Steubenville,Ohio
United States,Powell,Ohio
United States,The Village of Indian Hill,Ohio
United States,Strongsville,Ohio
United States,Athens,Ohio
United States,Ashland,Ohio
United States,Parma,Ohio
United States,Caldwell,Ohio
United States,Westerville,Ohio
United States,Seven Hills,Ohio
United States,Circleville,Ohio
United States,Mount Vernon,Ohio
United States,Gahanna,Ohio
United States,Shelby,Ohio
United States,Cuyahoga Falls,Ohio
United States,Grandview Heights,Ohio
United States,Pickerington,Ohio
United States,Euclid,Ohio
United States,Avon,Ohio
United States,Norwalk,Ohio
United States,Ontario,Ohio
United States,Sharonville,Ohio
United States,Rittman,Ohio
United States,Kent,Ohio
United States,Dover,Ohio
United States,Barberton,Ohio
United States,Forest Park,Ohio
United States,Struthers,Ohio
United States,Marysville,Ohio
United States,Celina,Ohio
United States,Ada,Ohio
United States,Berea,Ohio
United States,Springfield,Ohio
United States,Macedonia,Ohio
United States,Carlisle,Ohio
United States,North Ridgeville,Ohio
United States,Kettering,Ohio
United States,Beavercreek,Ohio
United States,Willoughby,Ohio
United States,Wapakoneta,Ohio
United States,Reading,Ohio
United States,Brook Park,Ohio
United States,Middleport,Ohio
United States,Broadview Heights,Ohio
United States,Dublin,Ohio
United States,Marion,Ohio
United States,Upper Arlington,Ohio
United States,Milford,Ohio
United States,Clyde,Ohio
United States,Cheviot,Ohio
United States,Perrysburg,Ohio
United States,Urbana,Ohio
United States,Findlay,Ohio
United States,Bryan,Ohio
United States,Franklin,Ohio
United States,Parma Heights,Ohio
United States,Warrensville Heights,Ohio
United States,Wooster,Ohio
United States,Rocky River,Ohio
United States,Lima,Ohio
United States,Huber Heights,Ohio
United States,Bellevue,Ohio
United States,Greenville,Ohio
United States,McAlester,Oklahoma
United States,Skiatook,Oklahoma
United States,Durant,Oklahoma
United States,Blanchard,Oklahoma
United States,Edmond,Oklahoma
United States,Clinton,Oklahoma
United States,Oklahoma City,Oklahoma
United States,Bixby,Oklahoma
United States,Noble,Oklahoma
United States,Muskogee,Oklahoma
United States,Chickasha,Oklahoma
United States,Bethany,Oklahoma
United States,El Reno,Oklahoma
United States,Muldrow,Oklahoma
United States,Okmulgee,Oklahoma
United States,Altus,Oklahoma
United States,Woodward,Oklahoma
United States,Tualatin,Oregon
United States,Bend,Oregon
United States,Redmond,Oregon
United States,Gladstone,Oregon
United States,Warrenton,Oregon
United States,Grants Pass,Oregon
United States,Tigard,Oregon
United States,Fairview,Oregon
United States,Beaverton,Oregon
United States,Ashland,Oregon
United States,Portland,Oregon
United States,Scappoose,Oregon
United States,Albany,Oregon
United States,Eugene,Oregon
United States,Milwaukie,Oregon
United States,Dallas,Oregon
United States,Florence,Oregon
United States,Woodburn,Oregon
United States,Eagle Point,Oregon
United States,Quakertown,Pennsylvania
United States,North East,Pennsylvania
United States,Sugarcreek,Pennsylvania
United States,West Chester,Pennsylvania
United States,Red Lion,Pennsylvania
United States,Titusville,Pennsylvania
United States,Downingtown,Pennsylvania
United States,Carlisle,Pennsylvania
United States,Dunmore,Pennsylvania
United States,Altoona,Pennsylvania
United States,Archbald,Pennsylvania
United States,Bristol,Pennsylvania
United States,Quarryville,Pennsylvania
United States,New Castle,Pennsylvania
United States,Glenolden,Pennsylvania
United States,York,Pennsylvania
United States,Lebanon,Pennsylvania
United States,Media,Pennsylvania
United States,Bellefonte,Pennsylvania
United States,Erie,Pennsylvania
United States,Shippensburg,Pennsylvania
United States,Hazleton,Pennsylvania
United States,Palmerton,Pennsylvania
United States,Latrobe,Pennsylvania
United States,Brentwood,Pennsylvania
United States,Coatesville,Pennsylvania
United States,Carnegie,Pennsylvania
United States,Edinboro,Pennsylvania
United States,Somerset,Pennsylvania
United States,Conshohocken,Pennsylvania
United States,Doylestown,Pennsylvania
United States,Slippery Rock,Pennsylvania
United States,West Mifflin,Pennsylvania
United States,Palmyra,Pennsylvania
United States,Philipsburg,Pennsylvania
United States,Franklin,Pennsylvania
United States,Lower Burrell,Pennsylvania
United States,Lock Haven,Pennsylvania
United States,Hellertown,Pennsylvania
United States,Clifton Heights,Pennsylvania
United States,Muncy,Pennsylvania
United States,Jersey Shore,Pennsylvania
United States,Souderton,Pennsylvania
United States,Bridgeville,Pennsylvania
United States,Schuylkill Haven,Pennsylvania
United States,Mount Pocono,Pennsylvania
United States,Berwick,Pennsylvania
United States,Wilkes-Barre,Pennsylvania
United States,Milton,Pennsylvania
United States,New Freedom,Pennsylvania
United States,Chester,Pennsylvania
United States,Ellwood City,Pennsylvania
United States,Shillington,Pennsylvania
United States,Lewisburg,Pennsylvania
Uruguay,Bella Unión,Artigas
Uruguay,Melo,Cerro Largo
Uruguay,Paso de los Toros,Durazno
Uruguay,Trinidad,Flores
Uruguay,Florida,Florida
Uruguay,Maldonado,Maldonado
Uruguay,Montevideo,Montevideo
Uzbekistan,Kogon,Buxoro
Uzbekistan,Fargona,Farg‘ona
Uzbekistan,Navoiy,Navoiy
Venezuela,Puerto Ayacucho,Amazonas
Venezuela,El Tigre,Anzoátegui
Venezuela,Maracay,Aragua
Venezuela,Ciudad Bolívar,Bolívar
Venezuela,San Carlos,Cojedes
Venezuela,Punto Fijo,Falcón
Venezuela,Calabozo,Guárico
Venezuela,Carora,Lara
Venezuela,Merida,Mérida
Venezuela,La Asunción,Nueva Esparta
Venezuela,Guanare,Portuguesa
Vietnam,Long Xuyen,An Giang
Vietnam,B?c Ninh,B?c Ninh
Vietnam,Thu Dau Mot,Bình D??ng
Vietnam,Hon Quan,Bình Ph??c
Vietnam,Biên Hòa,??ng Nai
Vietnam,Thành Ph? Ph? Lý,Hà Nam
Vietnam,Hanoi,Hà N?i
Vietnam,H?ng Yên,H?ng Yên
Vietnam,Da Lat,Lâm ??ng
Vietnam,Lao Chi,Lào Cai
Vietnam,Tan An,Long An
Vietnam,Phan Rang,Ninh Thu?n
Vietnam,Tuy Hòa,Phú Yên
Yemen,Zinjib?r,Abyan
Yemen,Al ?azm,Al Jawf
Yemen,Al Ma?w?t,Al Ma?w?t
Yemen,Saywun,?a?ramawt
Yemen,Al Mukalla,?a?ramawt
Yemen,Hajjah,?ajjah
Zambia,Kabwe,Central
Zambia,Chililabombwe,Copperbelt
Zambia,Chingola,Copperbelt
Zambia,Kitwe,Copperbelt
Zambia,Lundazi,Eastern
Zambia,Nyimba,Eastern
Zambia,Kawambwa,Luapula
Zambia,Lusaka,Lusaka
Zambia,Kasama,Northern
Zambia,Zambezi,North-Western
Zimbabwe,Chitungwiza,Harare
Zimbabwe,Kwekwe,Midlands
